,Locations,March Europe,March Korea,March Japan,"YTD
Europe","YTD
Korea","YTD
Japan",Month,Year,latitude,longitude
1333,Brunssum,"6,303.75",0.00,0.00,"6,303.75",0.00,0.00,October,2023,50.948896,5.972166
1334,AFRC Edelweiss Lodge,"26,730.80",0.00,0.00,"26,730.80",0.00,0.00,October,2023,,
1335,Hohenfels,"58,448.05",0.00,0.00,"58,448.05",0.00,0.00,October,2023,49.203278,11.849022
1336,Naples Navy,"1,13,900.70",0.00,0.00,"1,13,900.70",0.00,0.00,October,2023,,
1337,Sigonella Navy,"97,465.20",0.00,0.00,"97,465.20",0.00,0.00,October,2023,,
1338,Rota Navy,"83,052.50",0.00,0.00,"83,052.50",0.00,0.00,October,2023,,
1339,Souda Bay Navy,"9,657.70",0.00,0.00,"9,657.70",0.00,0.00,October,2023,,
1340,AFRC Dragon Hill Lodge,0.00,"3,74,491.05",0.00,0.00,"3,74,491.05",0.00,October,2023,,
1341,Seoul,0.00,"12,799.20",0.00,0.00,"12,799.20",0.00,October,2023,37.566535,126.97797
1342,Casey & Hovey,0.00,"2,20,742.80",0.00,0.00,"2,20,742.80",0.00,October,2023,,
1343,Camp Humphreys,0.00,"10,25,411.85",0.00,0.00,"10,25,411.85",0.00,October,2023,,
1344,Daegu,0.00,"61,512.15",0.00,0.00,"61,512.15",0.00,October,2023,,
1345,Chinhae Navy,0.00,"21,450.45",0.00,0.00,"21,450.45",0.00,October,2023,,
1346,Camp Zama,0.00,0.00,"1,41,771.80",0.00,0.00,"1,41,771.80",October,2023,,
1347,Fuji Marines,0.00,0.00,27.65,0.00,0.00,27.65,October,2023,,
1348,Sanno Navy,0.00,0.00,"1,40,293.50",0.00,0.00,"1,40,293.50",October,2023,,
1349,Atsugi Navy,0.00,0.00,"37,482.35",0.00,0.00,"37,482.35",October,2023,,
1350,Okinawa,0.00,0.00,"6,125.20",0.00,0.00,"6,125.20",October,2023,26.212401,127.68093
1351,Okinawa Marines,0.00,0.00,"11,15,273.60",0.00,0.00,"11,15,273.60",October,2023,,
1352,Okinawa Navy,0.00,0.00,"45,780.95",0.00,0.00,"45,780.95",October,2023,,
1353,Iwakuni Marines,0.00,0.00,"2,39,546.70",0.00,0.00,"2,39,546.70",October,2023,,
1354,Sasebo Navy,0.00,0.00,"3,21,506.05",0.00,0.00,"3,21,506.05",October,2023,,
1355,Yokosuka Navy,0.00,0.00,"5,06,114.55",0.00,0.00,"5,06,114.55",October,2023,,
1356,Singapore Navy,0.00,0.00,-42.60,0.00,0.00,-42.60,October,2023,,
1357,Total Gaming Revenue,"17,40,771.65","17,16,407.50","25,53,879.75","17,40,771.65","17,16,407.50","25,53,879.75",October,2023,,
1358,Kaiserslautern,"4,18,025.70",0.00,0.00,"6,85,257.85",0.00,0.00,November,2020,,
1359,Grafenwoehr,"62,688.35",0.00,0.00,"1,52,244.60",0.00,0.00,November,2020,,
1360,Wiesbaden,"98,118.00",0.00,0.00,"2,41,183.85",0.00,0.00,November,2020,,
1361,Vicenza,"97,404.55",0.00,0.00,"1,21,695.50",0.00,0.00,November,2020,45.545479,11.535421
1362,Livorno,0.00,0.00,0.00,"8,680.00",0.00,0.00,November,2020,43.548473,10.310567
1363,Stuttgart,"1,04,780.90",0.00,0.00,"1,33,299.40",0.00,0.00,November,2020,48.775418,9.181759
1364,Baumholder,0.00,0.00,0.00,"12,703.25",0.00,0.00,November,2020,49.613889,7.333333
1365,Ansbach,"45,692.75",0.00,0.00,"83,574.00",0.00,0.00,November,2020,49.300425,10.571936
1366,Schinnen,"7,927.00",0.00,0.00,"14,686.10",0.00,0.00,November,2020,50.94028,5.87832
1367,AFRC Edelweiss Lodge,0.00,0.00,0.00,"12,758.35",0.00,0.00,November,2020,,
1368,Hohenfels,"68,618.80",0.00,0.00,"98,885.60",0.00,0.00,November,2020,49.203278,11.849022
1369,Naples Navy,0.00,0.00,0.00,"85,315.15",0.00,0.00,November,2020,,
1370,Sigonella Navy,"26,866.90",0.00,0.00,"61,708.55",0.00,0.00,November,2020,,
1371,Rota Navy,"56,413.10",0.00,0.00,"1,27,861.45",0.00,0.00,November,2020,,
1372,Souda Bay Navy,0.00,0.00,0.00,0.00,0.00,0.00,November,2020,,
1373,AFRC Dragon Hill Lodge,0.00,"3,74,685.50",0.00,0.00,"6,65,514.45",0.00,November,2020,,
1374,Seoul,0.00,"45,082.95",0.00,0.00,"91,943.95",0.00,November,2020,37.566535,126.97797
1375,Casey &   Hovey,0.00,"1,78,794.75",0.00,0.00,"3,95,810.80",0.00,November,2020,,
1376,Uijongbu,0.00,0.00,0.00,0.00,0.00,0.00,November,2020,,
1377,Camp Humphreys,0.00,"676,622. 15",0.00,0.00,"17,82,944.75",0.00,November,2020,,
1378,Daegu,0.00,"2,37,418.80",0.00,0.00,"4,76,397.75",0.00,November,2020,,
1379,Chinhae Navy,0.00,"17,064.50",0.00,0.00,"37,460.40",0.00,November,2020,,
1380,Camp Mujuk Marines,0.00,0.00,0.00,0.00,0.00,0.00,November,2020,,
1381,Camp Zama,0.00,0.00,"1,87,058.75",0.00,0.00,"2,79,296.30",November,2020,,
1382,Fuji Marines,0.00,0.00,"1,338.50",0.00,0.00,"2,706.50",November,2020,,
1383,Sanna Navy,0.00,0.00,0.00,0.00,0.00,0.00,November,2020,,
1384,Atsugi Navy,0.00,0.00,"98,185.90",0.00,0.00,"2,73,220.10",November,2020,,
1385,Okinawa,0.00,0.00,"6,426.00",0.00,0.00,"5,106.00",November,2020,26.212401,127.68093
1386,Okinawa Marines,0.00,0.00,"11,30,081.30",0.00,0.00,"21,59,126.95",November,2020,,
1387,Okinawa Navy,0.00,0.00,"36,756.65",0.00,0.00,"80,125.30",November,2020,,
1388,Iwakuni Marines,0.00,0.00,"1,47,867.45",0.00,0.00,"2,64,928.60",November,2020,,
1389,Sasebo Navy,0.00,0.00,"2,28,375.95",0.00,0.00,"3,26,377.05",November,2020,,
1390,Yokosuka Navy,0.00,0.00,"2,77,592.20",0.00,0.00,"5,43,758.05",November,2020,,
1391,Singapore Navy,0.00,0.00,0.00,0.00,0.00,0.00,November,2020,,
1392,Total Gaming Revenue,"9,86,536.05","15,29,668.65","21,13,682.70","18,39,853.65","34,50,072.10","39,34,644.85",November,2020,,
1393,Kaiserslautern,"2,95,707.90",0.00,0.00,"5,21,050.70",0.00,0.00,November,2021,,
1394,Grafenwoehr,"89,885.65",0.00,0.00,"1,63,255.00",0.00,0.00,November,2021,,
1395,Wiesbaden,"3,36,061.15",0.00,0.00,"5,06,724.65",0.00,0.00,November,2021,,
1396,Vicenza,"76,818.05",0.00,0.00,"1,30,497.65",0.00,0.00,November,2021,45.545479,11.535421
1397,Livorno,281.15,0.00,0.00,"10,340.15",0.00,0.00,November,2021,43.548473,10.310567
1398,Stuttgart,"2,49,873.05",0.00,0.00,"4,19,936.55",0.00,0.00,November,2021,48.775418,9.181759
1399,Baumholder,"20,942.10",0.00,0.00,"75,535.60",0.00,0.00,November,2021,49.613889,7.333333
1400,Ansbach,"51,716.35",0.00,0.00,"62,483.95",0.00,0.00,November,2021,49.300425,10.571936
1401,Schinnen,"6,277.00",0.00,0.00,"8,478.15",0.00,0.00,November,2021,50.94028,5.87832
1402,AFRC Edelweiss Lodge,"26,943.10",0.00,0.00,"59,558.90",0.00,0.00,November,2021,,
1403,Hohenfels,"1,00,301.15",0.00,0.00,"1,46,786.70",0.00,0.00,November,2021,49.203278,11.849022
1404,Naples Navy,"1,10,835.15",0.00,0.00,"1,78,415.95",0.00,0.00,November,2021,,
1405,Sigonella Navy,"49,918.80",0.00,0.00,"67,385.30",0.00,0.00,November,2021,,
1406,Rota Navy,"78,409.40",0.00,0.00,"1,45,941.80",0.00,0.00,November,2021,,
1407,Souda Bay Navy,0.00,0.00,0.00,0.00,0.00,0.00,November,2021,,
1408,AFRC Dragon Hill Lodge,0.00,"4,43,496.75",0.00,0.00,"6,04,278.30",0.00,November,2021,,
1409,Seoul,0.00,"6,481.00",0.00,0.00,"23,903.50",0.00,November,2021,37.566535,126.97797
1410,Casey & Hovey,0.00,"3,02,916.45",0.00,0.00,"4,74,735.45",0.00,November,2021,,
1411,Uijongbu,0.00,0.00,0.00,0.00,0.00,0.00,November,2021,,
1412,Camp Humphreys,0.00,"9,30,729.65",0.00,0.00,"19,04,262.25",0.00,November,2021,,
1413,Daegu,0.00,"2,00,442.85",0.00,0.00,"4,32,033.60",0.00,November,2021,,
1414,Chinhae Navy,0.00,"68,437.45",0.00,0.00,"95,171.45",0.00,November,2021,,
1415,Camp Mujuk Marines,0.00,0.00,0.00,0.00,0.00,0.00,November,2021,,
1416,Camp Zama,0.00,0.00,"1,11,837.05",0.00,0.00,"1,64,878.80",November,2021,,
1417,Fuji Marines,0.00,0.00,"1,973.00",0.00,0.00,"9,269.00",November,2021,,
1418,Sanno Navy,0.00,0.00,"1,04,925.00",0.00,0.00,"1,98,056.25",November,2021,,
1419,Atsugi Navy,0.00,0.00,"13,540.80",0.00,0.00,"91,145.75",November,2021,,
1420,Okinawa,0.00,0.00,"3,815.00",0.00,0.00,"6,721.15",November,2021,26.212401,127.68093
1421,Okinawa Marines,0.00,0.00,"9,64,418.20",0.00,0.00,"19,35,896.10",November,2021,,
1422,Okinawa Navy,0.00,0.00,"51,127.65",0.00,0.00,"44,575.30",November,2021,,
1423,Iwakuni Marines,0.00,0.00,"1,78,599.60",0.00,0.00,"3,03,785.55",November,2021,,
1424,Sasebo Navy,0.00,0.00,"2,92,139.40",0.00,0.00,"4,87,216.35",November,2021,,
1425,Yokosuka Navy,0.00,0.00,"4,92,391.45",0.00,0.00,"8,58,188.85",November,2021,,
1426,Singapore Navy,0.00,0.00,0.00,0.00,0.00,0.00,November,2021,,
1427,Total Gaming Revenue,"14,93,970.00","19,52,504.15","22,14,767.15","24,96,391.05","35,34,384.55","40,99,733.10",November,2021,,
1428,Kaiserslautern,"3,92,953.45",0.00,0.00,"6,76,223.05",0.00,0.00,November,2022,,
1429,Grafenwoehr,"1,30,129.65",0.00,0.00,"2,60,440.90",0.00,0.00,November,2022,,
1430,Wiesbaden,"3,13,491.00",0.00,0.00,"5,05,295.00",0.00,0.00,November,2022,,
1431,Vicenza,"86,875.65",0.00,0.00,"1,42,616.80",0.00,0.00,November,2022,45.545479,11.535421
1432,Livorno,"13,388.10",0.00,0.00,"29,665.40",0.00,0.00,November,2022,43.548473,10.310567
1433,Stuttgart,"2,41,184.60",0.00,0.00,"4,51,692.70",0.00,0.00,November,2022,48.775418,9.181759
1434,Baumholder,"46,614.95",0.00,0.00,"1,00,079.75",0.00,0.00,November,2022,49.613889,7.333333
1435,Ansbach,"82,187.05",0.00,0.00,"1,27,086.05",0.00,0.00,November,2022,49.300425,10.571936
1436,Brunssum,"14,776.30",0.00,0.00,"35,896.80",0.00,0.00,November,2022,50.948896,5.972166
1437,AFRC Edelweiss Lodge,"22,292.50",0.00,0.00,"30,993.80",0.00,0.00,November,2022,,
1438,Hohenfels,"51,120.50",0.00,0.00,"80,820.80",0.00,0.00,November,2022,49.203278,11.849022
1439,Naples Navy,"1,29,775.35",0.00,0.00,"2,51,326.90",0.00,0.00,November,2022,,
1440,Sigonella Navy,"70,403.45",0.00,0.00,"90,003.05",0.00,0.00,November,2022,,
1441,Rota Navy,"85,458.45",0.00,0.00,"1,31,843.20",0.00,0.00,November,2022,,
1442,Souda Bay Navy,"10,237.90",0.00,0.00,"20,332.40",0.00,0.00,November,2022,,
1443,AFRC Dragon Hill Lodge,0.00,"4,96,178.15",0.00,0.00,"7,90,037.40",0.00,November,2022,,
1444,Seoul,0.00,"16,265.00",0.00,0.00,"39,713.60",0.00,November,2022,37.566535,126.97797
1445,Casey & Hovey,0.00,"2,28,793.00",0.00,0.00,"3,72,850.95",0.00,November,2022,,
1446,Uijongbu,0.00,0.00,0.00,0.00,0.00,0.00,November,2022,,
1447,Camp Humphreys,0.00,"11,67,453.20",0.00,0.00,"21,34,810.45",0.00,November,2022,,
1448,Daegu,0.00,"2,20,111.20",0.00,0.00,"4,62,215.55",0.00,November,2022,,
1449,Chinhae Navy,0.00,"22,417.75",0.00,0.00,"63,517.70",0.00,November,2022,,
1450,Camp Mujuk Marines,0.00,0.00,0.00,0.00,0.00,0.00,November,2022,,
1451,Camp Zama,0.00,0.00,"1,23,921.40",0.00,0.00,"2,44,184.95",November,2022,,
1452,Fuji Marines,0.00,0.00,"1,719.00",0.00,0.00,"5,723.50",November,2022,,
1453,Sanno Navy,0.00,0.00,"1,16,184.25",0.00,0.00,"1,73,276.00",November,2022,,
1454,Atsugi Navy,0.00,0.00,"31,158.15",0.00,0.00,"1,20,443.65",November,2022,,
1455,Okinawa,0.00,0.00,"8,339.00",0.00,0.00,"14,345.50",November,2022,26.212401,127.68093
1456,Okinawa Marines,0.00,0.00,"9,14,371.10",0.00,0.00,"17,52,821.05",November,2022,,
1457,Okinawa Navy,0.00,0.00,"35,771.85",0.00,0.00,"61,952.75",November,2022,,
1458,Iwakuni Marines,0.00,0.00,"1,84,679.25",0.00,0.00,"3,39,876.65",November,2022,,
1459,Sasebo Navy,0.00,0.00,"2,14,967.30",0.00,0.00,"3,45,824.15",November,2022,,
1460,Yokosuka Navy,0.00,0.00,"3,50,974.90",0.00,0.00,"6,85,234.15",November,2022,,
1461,Singapore Navy,0.00,0.00,769.00,0.00,0.00,"3,199.00",November,2022,,
1462,Total Gaming Revenue,"16,90,888.90","21,51,218.30","19,82,855.20","29,34,316.60","38,63,145.65","37,46,881.35",November,2022,,
1463,Kaiserslautern,"3,36,519.85",0.00,0.00,"6,57,985.95",0.00,0.00,November,2023,,
1464,Grafenwoehr,"3,18,707.20",0.00,0.00,"4,91,155.45",0.00,0.00,November,2023,,
1465,Wiesbaden,"3,29,235.25",0.00,0.00,"6,24,547.20",0.00,0.00,November,2023,,
1466,Vicenza,"1,32,866.50",0.00,0.00,"2,89,088.10",0.00,0.00,November,2023,45.545479,11.535421
1467,Livorno,"16,821.62",0.00,0.00,"26,707.90",0.00,0.00,November,2023,43.548473,10.310567
1468,Stuttgart,"2,49,047.53",0.00,0.00,"5,31,996.40",0.00,0.00,November,2023,48.775418,9.181759
1469,Baumholder,"35,734.05",0.00,0.00,"89,651.70",0.00,0.00,November,2023,49.613889,7.333333
1470,Ansbach,"64,157.60",0.00,0.00,"1,17,169.85",0.00,0.00,November,2023,49.300425,10.571936
1471,Brunssum,"3,594.30",0.00,0.00,"9,898.05",0.00,0.00,November,2023,50.948896,5.972166
1472,AFRC Edelweiss Lodge,"21,498.89",0.00,0.00,"48,229.69",0.00,0.00,November,2023,,
1473,Hohenfels,"37,529.40",0.00,0.00,"95,977.45",0.00,0.00,November,2023,49.203278,11.849022
1474,Naples Navy,"50,893.65",0.00,0.00,"1,64,794.35",0.00,0.00,November,2023,,
1475,Sigonella Navy,"32,694.40",0.00,0.00,"1,30,159.60",0.00,0.00,November,2023,,
1476,Rota Navy,"59,366.25",0.00,0.00,"1,42,418.75",0.00,0.00,November,2023,,
1477,Souda Bay Navy,"12,788.40",0.00,0.00,"22,446.10",0.00,0.00,November,2023,,
1478,AFRC Dragon Hill Lodge,0.00,"2,59,314.55",0.00,0.00,"6,33,805.60",0.00,November,2023,,
1479,Seoul,0.00,"9,897.25",0.00,0.00,"22,696.45",0.00,November,2023,37.566535,126.97797
1480,Casey & Hovey,0.00,"1,81,143.40",0.00,0.00,"4,01,886.20",0.00,November,2023,,
1481,Camp Humphreys,0.00,"11,19,407.65",0.00,0.00,"21,44,819.50",0.00,November,2023,,
1482,Daegu,0.00,"1,07,439.56",0.00,0.00,"1,68,951.71",0.00,November,2023,,
1483,Chinhae Navy,0.00,"16,072.05",0.00,0.00,"37,522.50",0.00,November,2023,,
1484,Camp Zama,0.00,0.00,"1,53,535.75",0.00,0.00,"2,95,307.55",November,2023,,
1485,Fuji Marines,0.00,0.00,"10,580.25",0.00,0.00,"10,607.90",November,2023,,
1486,Sanno Navy,0.00,0.00,"88,525.95",0.00,0.00,"2,28,819.45",November,2023,,
1487,Atsugi Navy,0.00,0.00,"1,31,985.60",0.00,0.00,"1,69,467.95",November,2023,,
1488,Okinawa,0.00,0.00,"9,876.55",0.00,0.00,"16,001.75",November,2023,26.212401,127.68093
1489,Okinawa Marines,0.00,0.00,"10,87,365.45",0.00,0.00,"22,02,639.05",November,2023,,
1490,Okinawa Navy,0.00,0.00,"85,945.35",0.00,0.00,"1,31,726.30",November,2023,,
1491,Iwakuni Marines,0.00,0.00,"1,28,688.25",0.00,0.00,"3,68,234.95",November,2023,,
1492,Sasebo Navy,0.00,0.00,"2,18,544.00",0.00,0.00,"5,40,050.05",November,2023,,
1493,Yokosuka Navy,0.00,0.00,"3,77,467.00",0.00,0.00,"8,83,581.55",November,2023,,
1494,Singapore Navy,0.00,0.00,"2,781.10",0.00,0.00,"2,738.50",November,2023,,
1495,Total Gaming Revenue,"17,01,454.89","16,93,274.46","22,95,295.25","34,42,226.54","34,09,681.96","48,49,175.00",November,2023,,
1496,Kaiserslautern,0.00,0.00,0.00,"6,85,257.85",0.00,0.00,December,2020,,
1497,Grafenwoehr,"1,99,696.60",0.00,0.00,"3,51,941.20",0.00,0.00,December,2020,,
1498,Wiesbaden,0.00,0.00,0.00,"2,41,183.85",0.00,0.00,December,2020,,
1499,Vicenza,"52,078.85",0.00,0.00,"1,73,774.35",0.00,0.00,December,2020,45.545479,11.535421
1500,Livorno,"2,543.60",0.00,0.00,"11,223.60",0.00,0.00,December,2020,43.548473,10.310567
1501,Stuttgart,0.00,0.00,0.00,"1,33,299.40",0.00,0.00,December,2020,48.775418,9.181759
1502,Baumholder,0.00,0.00,0.00,"12,703.25",0.00,0.00,December,2020,49.613889,7.333333
1503,Ansbach,0.00,0.00,0.00,"83,574.00",0.00,0.00,December,2020,49.300425,10.571936
1504,Schinnen,"6,586.30",0.00,0.00,"21,272.40",0.00,0.00,December,2020,50.94028,5.87832
1505,AFRC Edelweiss Lodge,"-3,714.78",0.00,0.00,"9,043.57",0.00,0.00,December,2020,,
1506,Hohenfels,"46,275.15",0.00,0.00,"1,45,160.75",0.00,0.00,December,2020,49.203278,11.849022
1507,Naples Navy,0.00,0.00,0.00,"85,315.15",0.00,0.00,December,2020,,
1508,Sigonella Navy,"51,161.00",0.00,0.00,"1,12,869.55",0.00,0.00,December,2020,,
1509,Rota Navy,"45,098.85",0.00,0.00,"1,72,960.30",0.00,0.00,December,2020,,
1510,Souda Bay Navy,0.00,0.00,0.00,0.00,0.00,0.00,December,2020,,
1511,AFRC Dragon Hill Lodge,0.00,"600,867. 50",0.00,0.00,"12,66,381.95",0.00,December,2020,,
1512,Seoul,0.00,"13,300.75",0.00,0.00,"1,05,244.70",0.00,December,2020,37.566535,126.97797
1513,Casey &   Hovey,0.00,"1,59,347.20",0.00,0.00,"5,55,158.00",0.00,December,2020,,
1514,Uijongbu,0.00,0.00,0.00,0.00,0.00,0.00,December,2020,,
1515,Camp Humphreys,0.00,"12,30,092.60",0.00,0.00,"30,13,037.35",0.00,December,2020,,
1516,Daegu,0.00,"279,102. 30",0.00,0.00,"7,55,500.05",0.00,December,2020,,
1517,Chinhae Navy,0.00,"61,600.90",0.00,0.00,"99,061.30",0.00,December,2020,,
1518,Camp Mujuk Marines,0.00,0.00,0.00,0.00,0.00,0.00,December,2020,,
1519,Camp Zama,0.00,0.00,"1,18,800.60",0.00,0.00,"3,98,096.90",December,2020,,
1520,Fuji Marines,0.00,0.00,323.00,0.00,0.00,"3,029.50",December,2020,,
1521,Sanna Navy,0.00,0.00,0.00,0.00,0.00,0.00,December,2020,,
1522,Atsugi Navy,0.00,0.00,"1,84,643.05",0.00,0.00,"4,57,863.15",December,2020,,
1523,Okinawa,0.00,0.00,"5,096.65",0.00,0.00,"10,202.65",December,2020,26.212401,127.68093
1524,Okinawa Marines,0.00,0.00,"10,72,237.65",0.00,0.00,"32,31,364.60",December,2020,,
1525,Okinawa Navy,0.00,0.00,"30,255.40",0.00,0.00,"1,10,380.70",December,2020,,
1526,Iwakuni Marines,0.00,0.00,"1,55,285.85",0.00,0.00,"4,20,214.45",December,2020,,
1527,Sasebo Navy,0.00,0.00,"2,63,102.45",0.00,0.00,"5,89,479.50",December,2020,,
1528,Yokosuka Navy,0.00,0.00,"4,16,796.40",0.00,0.00,"9,60,554.45",December,2020,,
1529,Singapore Navy,0.00,0.00,0.00,0.00,0.00,0.00,December,2020,,
1530,Total Gaming Revenue,"3,99,725.57","23,44,311.25","22,46,541.05","22,39,579.22","57,94,383.35","61,81,185.90",December,2020,,
1531,Kaiserslautern,"3,66,726.40",0.00,0.00,"8,87,777.10",0.00,0.00,December,2021,,
1532,Grafenwoehr,"1,40,164.55",0.00,0.00,"3,03,419.55",0.00,0.00,December,2021,,
1533,Wiesbaden,"2,04,669.45",0.00,0.00,"7,11,394.10",0.00,0.00,December,2021,,
1534,Vicenza,"78,030.65",0.00,0.00,"2,08,528.30",0.00,0.00,December,2021,45.545479,11.535421
1535,Livorno,"17,154.85",0.00,0.00,"27,495.00",0.00,0.00,December,2021,43.548473,10.310567
1536,Stuttgart,"2,29,750.60",0.00,0.00,"6,49,687.15",0.00,0.00,December,2021,48.775418,9.181759
1537,Baumholder,"29,265.50",0.00,0.00,"1,04,801.10",0.00,0.00,December,2021,49.613889,7.333333
1538,Ansbach,"24,546.30",0.00,0.00,"87,030.25",0.00,0.00,December,2021,49.300425,10.571936
1539,Schinnen,"9,136.95",0.00,0.00,"17,615.10",0.00,0.00,December,2021,50.94028,5.87832
1540,AFRC Edelweiss Lodge,"8,284.85",0.00,0.00,"67,843.75",0.00,0.00,December,2021,,
1541,Hohenfels,"61,050.30",0.00,0.00,"2,07,837.00",0.00,0.00,December,2021,49.203278,11.849022
1542,Naples Navy,"53,707.25",0.00,0.00,"2,32,123.20",0.00,0.00,December,2021,,
1543,Sigonella Navy,"32,070.90",0.00,0.00,"99,456.20",0.00,0.00,December,2021,,
1544,Rota Navy,"70,624.65",0.00,0.00,"2,16,566.45",0.00,0.00,December,2021,,
1545,Souda Bay Navy,0.00,0.00,0.00,0.00,0.00,0.00,December,2021,,
1546,AFRC Dragon Hill Lodge,0.00,"2,09,038.20",0.00,0.00,"8,13,316.50",0.00,December,2021,,
1547,Seoul,0.00,"2,378.50",0.00,0.00,"26,282.00",0.00,December,2021,37.566535,126.97797
1548,Casey & Hovey,0.00,"2,30,446.95",0.00,0.00,"7,05,182.40",0.00,December,2021,,
1549,Uijongbu,0.00,0.00,0.00,0.00,0.00,0.00,December,2021,,
1550,Camp Humphreys,0.00,"8,45,023.25",0.00,0.00,"27,49,285.50",0.00,December,2021,,
1551,Daegu,0.00,"3,32,155.90",0.00,0.00,"7,64,189.50",0.00,December,2021,,
1552,Chinhae Navy,0.00,"40,877.00",0.00,0.00,"1,36,048.45",0.00,December,2021,,
1553,Camp Mujuk Marines,0.00,0.00,0.00,0.00,0.00,0.00,December,2021,,
1554,Camp Zama,0.00,0.00,"72,274.20",0.00,0.00,"2,37,153.00",December,2021,,
1555,Fuji Marines,0.00,0.00,609.00,0.00,0.00,"9,878.00",December,2021,,
1556,Sanno Navy,0.00,0.00,"89,114.70",0.00,0.00,"2,87,170.95",December,2021,,
1557,Atsugi Navy,0.00,0.00,"1,73,860.15",0.00,0.00,"2,65,005.90",December,2021,,
1558,Okinawa,0.00,0.00,"9,453.00",0.00,0.00,"16,174.15",December,2021,26.212401,127.68093
1559,Okinawa Marines,0.00,0.00,"8,52,999.90",0.00,0.00,"27,88,896.00",December,2021,,
1560,Okinawa Navy,0.00,0.00,"78,401.25",0.00,0.00,"1,22,976.55",December,2021,,
1561,Iwakuni Marines,0.00,0.00,"1,88,732.35",0.00,0.00,"4,92,517.90",December,2021,,
1562,Sasebo Navy,0.00,0.00,"2,07,687.10",0.00,0.00,"6,94,903.45",December,2021,,
1563,Yokosuka Navy,0.00,0.00,"4,94,242.60",0.00,0.00,"13,52,431.45",December,2021,,
1564,Singapore Navy,0.00,0.00,0.00,0.00,0.00,0.00,December,2021,,
1565,Total Gaming Revenue,"13,25,183.20","16,59,919.80","21,67,374.25","38,21,574.25","51,94,304.35","62,67,107.35",December,2021,,
1566,Kaiserslautern,"2,41,069.55",0.00,0.00,"9,17,292.60",0.00,0.00,December,2022,,
1567,Grafenwoehr,"1,48,372.90",0.00,0.00,"408,813 .80",0.00,0.00,December,2022,,
1568,Wiesbaden,"1,60,565.75",0.00,0.00,"6,65,860.75",0.00,0.00,December,2022,,
1569,Vicenza,"9,192.95",0.00,0.00,"1,51,809.75",0.00,0.00,December,2022,45.545479,11.535421
1570,Livorno,"15,186.00",0.00,0.00,"44,851.40",0.00,0.00,December,2022,43.548473,10.310567
1571,Stuttgart,"91,662.30",0.00,0.00,"5,43,355.00",0.00,0.00,December,2022,48.775418,9.181759
1572,Baumholder,"31,097.85",0.00,0.00,"1,31,177.60",0.00,0.00,December,2022,49.613889,7.333333
1573,Ansbach,"53,051.50",0.00,0.00,"1,80,137.55",0.00,0.00,December,2022,49.300425,10.571936
1574,Brunssum,"4,249.05",0.00,0.00,"40,145.85",0.00,0.00,December,2022,50.948896,5.972166
1575,AFRC Edelweiss Lodge,"-8,294.15",0.00,0.00,"22,699.65",0.00,0.00,December,2022,,
1576,Hohenfels,"3,772.35",0.00,0.00,"84,593 .15",0.00,0.00,December,2022,49.203278,11.849022
1577,Naples Navy,"59,866.20",0.00,0.00,"3,11,193.10",0.00,0.00,December,2022,,
1578,Sigonella Navy,"21,065.20",0.00,0.00,"1,11,068.25",0.00,0.00,December,2022,,
1579,Rota Navy,"75,418.05",0.00,0.00,"2,07,261.25",0.00,0.00,December,2022,,
1580,Souda Bay Navy,"4,403.55",0.00,0.00,"24,735.95",0.00,0.00,December,2022,,
1581,AFRC Dragon Hill Lodge,0.00,"3,76,136.50",0.00,0.00,"1,166,173 .90",0.00,December,2022,,
1582,Seoul,0.00,"9,050.00",0.00,0.00,"48,763.60",0.00,December,2022,37.566535,126.97797
1583,Casey &   Hovey,0.00,"1,84,735.35",0.00,0.00,"5,57,586.30",0.00,December,2022,,
1584,Uijongbu,0.00,0.00,0.00,0.00,0.00,0.00,December,2022,,
1585,Camp Humphreys,0.00,"10,03,274.70",0.00,0.00,"31,38,085.15",0.00,December,2022,,
1586,Daegu,0.00,"1,56,536.75",0.00,0.00,"6,18,752.30",0.00,December,2022,,
1587,Chinhae Navy,0.00,"2,179.25",0.00,0.00,"65,696.95",0.00,December,2022,,
1588,Camp Mujuk Marines,0.00,0.00,0.00,0.00,0.00,0.00,December,2022,,
1589,Camp Zama,0.00,0.00,"1,11,981.40",0.00,0.00,"3,56,166.35",December,2022,,
1590,Fuji Marines,0.00,0.00,"1,494.00",0.00,0.00,"7,217.50",December,2022,,
1591,Sanna Navy,0.00,0.00,"67,330.80",0.00,0.00,"2,40,606.80",December,2022,,
1592,Atsugi Navy,0.00,0.00,"59,927.80",0.00,0.00,"1,80,371.45",December,2022,,
1593,Okinawa,0.00,0.00,"8,490.50",0.00,0.00,"22,836.00",December,2022,26.212401,127.68093
1594,Okinawa Marines,0.00,0.00,"8,70,880.60",0.00,0.00,"26,23,701.65",December,2022,,
1595,Okinawa Navy,0.00,0.00,"34,185.20",0.00,0.00,"96,137.95",December,2022,,
1596,Iwakuni Marines,0.00,0.00,"81,639.35",0.00,0.00,"4,21,516.00",December,2022,,
1597,Sasebo Navy,0.00,0.00,"1,55,215.50",0.00,0.00,"5,01,039.65",December,2022,,
1598,Yokosuka Navy,0.00,0.00,"3,63,127.85",0.00,0.00,"10,48,362.00",December,2022,,
1599,Singapore Navy,0.00,0.00,"4,977.00",0.00,0.00,"8,176.00",December,2022,,
