Country,FO#,LOC,SVC,NOV,AIN,IGT,WMS,BAL,KON,ITE,Tot/EGMs,FRS,DIE,COU,ACM,ITC,Total,Month,Year,Region,latitude,longitude
NAPLES,0,0,0,12,1,10,-,11,7,-,41,2,,,,4,49,12,2023,Europe,40.851775,14.268124
-,0,0,0,,0,,0,,0,,,,,,,,,12,2023,Europe,,
LA PLAZA,43,2600,Navy,10,4,6,-,-,4,-,24,1,,,,2,28,12,2023,Europe,,
PINZ,43,2601,Navy,2,-,5,-,5,1,-,13,1,,,,2,17,12,2023,Europe,,
ROTA FLEET CTR,43,2605,Navy,3,-,-,1,3,-,-,7,1,,,,1,10,12,2023,Europe,36.62629,-6.362981
NGIS ROTA,43,2890,Navy,7,-,2,-,-,1,-,10,1,,,,1,13,12,2023,Europe,36.62629,-6.362981
ROTA,0,0,0,22,4,13,1,8,6,-,60,4,,,,6,74,12,2023,Europe,36.62629,-6.362981
-,0,0,0,,0,,0,,0,,,,,,,,,12,2023,Europe,,
PATCH C/C,45,256,Army,13,3,6,-,11,3,-,36,1,,,,2,41,12,2023,Europe,,
KELLY C/C,45,280,Army,5,-,3,-,2,1,-,11,1,,,,1,14,12,2023,Europe,,
GALAXY B/C,45,298,Army,3,2,2,-,7,1,-,15,1,,,,1,18,12,2023,Europe,,
STUTTGART,0,0,0,21,5,11,-,20,5,-,80,3,,,,4,91,12,2023,Europe,48.775418,9.181759
-,0,0,0,,0,,0,,0,,,,,,,,,12,2023,Europe,,
GRAF E/C,46,413,Army,11,4,5,3,3,-,-,26,1,,,,1,30,12,2023,Europe,,
HOHENFELS B/C,46,415,Army,6,4,6,-,3,-,-,19,1,,,,1,24,12,2023,Europe,49.203278,11.849022
VILSECK B/C,46,417,Army,4,-,3,2,4,-,-,13,1,,,,1,17,12,2023,Europe,,
LANGENBRUCK,46,1858,Army,6,4,4,-,7,-,-,21,1,,,,1,25,12,2023,Europe,49.991466,8.663401
ALGIER R/C,46,3145,Army,-,-,-,-,-,-,-,0,-,,,,-,0,12,2023,Europe,,
VILSECK,0,0,0,27,12,18,5,17,-,-,95,4,,,,4,112,12,2023,Europe,,
-,0,0,0,,0,,0,,0,,,,,,,,,12,2023,Europe,,
THE VAULT,47,1669,Army,6,4,4,-,4,-,-,18,1,,,,-,20,12,2023,Europe,,
LIBERTY GAMES,47,1881,Army,7,-,7,-,8,-,-,22,-,,,,-,23,12,2023,Europe,,
ACE'S GAME RM,47,3108,Army,6,-,-,-,2,-,-,8,-,,,,-,9,12,2023,Europe,,
WIESBADEN,0,0,0,25,8,11,-,18,-,-,66,1,,,,-,71,12,2023,Europe,,
-,0,0,0,,0,,0,,0,,.,,,,,,,12,2023,Europe,,
-,0,0,0,,0,,0,,0,,,,,,,,,12,2023,Japan,,
YOKOSUKA B/C,18,3146,Navy,-,4,3,-,3,1,-,11,1,,,,2,15,12,2023,Japan,35.281341,139.6722
CLUB ALLIANCE,18,3147,Navy,2,5,-,-,10,2,-,19,1,,,,2,23,12,2023,Japan,,
CPO CLUB,18,3148,Navy,4,-,6,-,-,1,-,11,1,,,,2,15,12,2023,Japan,,
TAKEMIYA CLUB,18,3149,Navy,2,-,2,1,-,1,-,6,1,,,,2,10,12,2023,Japan,,
OFFICERS CLUB,18,3150,Navy,-,-,6,-,-,3,-,9,1,,,,2,13,12,2023,Japan,,
SEASIDE CLUB,18,3151,Navy,-,8,2,-,7,-,-,17,1,,,,2,21,12,2023,Japan,,
YOKOSUKA,0,0,0,8,17,19,1,20,8,-,91,6,,,,12,115,12,2023,Japan,35.281341,139.6722
-,0,0,0,,0,,0,,0,,,,,,,,,12,2023,Japan,,
HARBOR VIEW,19,3096,Navy,3,6,6,-,3,-,-,18,1,,,,2,22,12,2023,Japan,,
HARIO,19,3097,Navy,2,5,5,-,-,2,-,14,1,,,,2,18,12,2023,Japan,,
GALAXIES,19,3098,Navy,5,6,6,-,2,3,-,22,1,,,,2,26,12,2023,Japan,,
SASEBO,0,0,0,10,17,17,-,5,5,-,64,3,,,,6,76,12,2023,Japan,33.179915,129.71511
-,0,0,0,,0,,0,,0,,,,,,,,,12,2023,Japan,,
ZAMA C/C,22,883,Army,6,5,3,-,8,-,-,22,1,,,,1,25,12,2023,Japan,35.488587,139.40767
MOUNTAIN VIEW INN,22,3171,Marine Corps,-,-,-,-,-,-,-,0,1,,,,1,3,12,2023,Japan,,
ZAMA B/C,22,886,Army,1,-,3,-,3,-,-,7,1,,,,1,10,12,2023,Japan,35.488587,139.40767
ROAD HOUSE,22,1127,Marine Corps,3,-,3,-,-,-,-,6,1,,,,1,9,12,2023,Japan,,
SANNO HOTEL,22,2664,Navy,6,7,4,-,6,-,-,23,1,,,,2,27,12,2023,Japan,,
CORNER POCKET,22,3078,Navy,-,-,6,1,-,3,-,10,1,,,,1,13,12,2023,Japan,,
CLUB TRILOGY,22,3079,Navy,2,6,4,-,5,-,-,17,1,,,,2,21,12,2023,Japan,,
ZAMA G/C,22,3165,Army,2,4,2,1,-,-,-,9,1,,,,1,12,12,2023,Japan,35.488587,139.40767
ZANA,0,0,0,20,22,25,2,22,3,-,119,8,,,,10,145,12,2023,Japan,,
-,0,0,0,,0,,0,,0,,,,,,,,,12,2023,Japan,,
,26,967,,2,1,1,-,3,1,-,8,1,,,,1,11,12,2023,Japan,,
HASHMARKS,26,1105,Marine Corps,-,-,-,-,-,-,-,0,-,,,,-,0,12,2023,Japan,,
COURTNEY B/C,26,1107,Marine Corps,2,-,6,-,-,2,-,10,1,,,,2,14,12,2023,Japan,,
TAIYO G/C,26,1109,Marine Corps,9,9,9,-,7,2,-,36,1,,,,2,41,12,2023,Japan,,
BUTLER B/C,26,1111,Marine Corps,4,4,2,-,7,2,-,19,1,,,,2,23,12,2023,Japan,,
OCEAN BREEZE,26,1114,Marine Corps,12,18,10,-,23,3,-,66,1,,,,2,72,12,2023,Japan,,
SURFSIDE,26,1122,Marine Corps,6,-,-,-,4,2,-,12,1,,,,2,16,12,2023,Japan,,
PALMS,26,2238,Marine Corps,5,6,11,-,5,4,-,31,1,,,,2,36,12,2023,Japan,,
WEST PAC LODGE,26,2317,Marine Corps,-,-,-,-,-,-,-,0,-,,,,-,0,12,2023,Japan,,
BEACH HEAD,26,2394,Marine Corps,5,3,3,-,-,-,-,11,1,,,,2,15,12,2023,Japan,,
CROW'S NEST,26,2523,Navy,2,4,2,-,4,-,-,12,1,,,,2,16,12,2023,Japan,,
PORT CALL,26,2525,Navy,2,-,-,-,3,3,-,8,1,,,,2,12,12,2023,Japan,,
WHISPERS,26,3159,Marine Corps,6,4,8,-,-,-,-,18,1,,,,2,22,12,2023,Japan,,
HANSEN TLF,26,3169,Marine Corps,-,-,-,-,-,-,-,0,-,,,,-,0,12,2023,Japan,,
OKINAWA,0,0,0,55,49,52,-,56,19,-,268,,,,,,,12,2023,Japan,26.212401,127.68093
-,0,0,0,,0,,0,,0,,,,,,,,,12,2023,Japan,,
TORII PINES TLF,27,3164,Marine Corps,2,4,4,-,5,-,-,15,1,,,,2,19,12,2023,Japan,,
IWAKUNI CLUB,27,1137,Marine Corps,11,4,6,-,3,4,-,28,1,,,,2,33,12,2023,Japan,34.166562,132.21885
IWAKUNI,0,0,0,13,8,10,-,8,4,-,53,2,,,,4,62,12,2023,Japan,34.166562,132.21885
-,0,0,0,,0,,0,,0,,10,-,,,,2,13,12,2023,Japan,,
TERROR CLUB,17,3156,Navy,10,-,-,-,-,-,-,,,,,,,,12,2023,Japan,,
SINGAPORE,0,0,0,10,-,-,-,-,-,-,10,-,,,,2,13,12,2023,Japan,,
"DRAGON HILL
K-16 C/C","20
20","770
776","Army
Army","19
7","-
-","6
5","-
-","25
-","-
-",,"50
12","1
1",,,,"3
2","56
16",12,2023,Korea,,
SEOUL,0,0,0,26,-,11,-,25,-,,72,2,,,,5,82,12,2023,Korea,37.566535,126.97797
STATE'S GRILL,21,866,Army,6,-,2,-,-,2,,10,-,,,,-,11,12,2023,Korea,,
HILLTOP,21,867,Army,5,10,-,-,8,-,,23,-,,,,-,24,12,2023,Korea,,
PERIMETER PUB,21,869,Army,6,-,8,-,-,3,,17,-,,,,-,18,12,2023,Korea,,
EVERGREEN,21,934,Army,2,3,3,-,-,-,,8,-,,,,-,9,12,2023,Korea,,
EL GUERRERO,21,891,Army,8,-,4,-,3,2,,17,-,,,,-,18,12,2023,Korea,,
TURTLE COVE,21,2521,Navy,6,-,2,5,-,-,,13,-,,,,-,14,12,2023,Korea,,
DAEGU,0,0,0,33,13,19,5,11,7,,102,-,,,,-,108,12,2023,Korea,,
IMPACT ZONE,23,797,Army,5,5,2,-,4,-,,16,-,,,,-,17,12,2023,Korea,,
WARRIOR'S,23,798,Army,8,-,4,-,-,2,,14,-,,,,-,15,12,2023,Korea,,
CASEY B/C,23,819,Army,6,4,4,-,4,2,,20,-,,,,-,21,12,2023,Korea,,
CASEY LODGE,23,1940,Army,1,-,-,-,2,-,,3,-,,,,-,4,12,2023,Korea,,
UIJEONGBU,0,0,0,20,9,10,-,10,4,,63,-,,,,-,67,12,2023,Korea,,
FLIGHTLINE,24,3166,Army,-,-,-,-,-,-,,0,-,,,,-,0,12,2023,Korea,,
CAVE,24,3168,Army,14,9,8,-,6,-,,37,1,,,,2,42,12,2023,Korea,,
HUMPHREYS B/C,24,839,Army,2,4,4,-,4,-,,14,1,,,,2,18,12,2023,Korea,,
MORNING CALM,24,3158,Army,15,12,3,-,24,3,,57,1,,,,2,62,12,2023,Korea,,
PYEONGTAEK,0,0,0,31,25,15,-,34,3,,122,3,,,,6,122,12,2023,Korea,36.992108,127.11294
ARMSTRONG'S,2,194,Army,10,5,11,-,6,2,-,50,,,,,2,55,1,2024,Europe,,
LCCC,2,195,Army,8,3,3,-,6,-,-,26,,,,,2,31,1,2024,Europe,,
KAZABRA,2,196,Army,-,-,-,-,-,-,-,0,,,,,-,0,1,2024,Europe,,
STRIKERS,2,218,Army,9,4,7,-,6,1,-,32,,,,,2,36,1,2024,Europe,,
GOLD MINE,2,1038,Army,3,4,7,3,3,2,-,22,,,,,2,27,1,2024,Europe,,
ROB JAVA CAFE,2,2887,Army,4,-,6,-,4,1,-,16,,,,,2,20,1,2024,Europe,,
SEMBACH C/C,2,3072,Army,7,-,2,-,3,2,-,19,,,,,2,24,1,2024,Europe,49.511398,7.864983
EDO_CARD_LAB,2,3170,Army,-,-,-,-,-,-,-,0,,,,,-,0,1,2024,Europe,,
KAISERSLAUTERN,0,0,0,41,16,36,3,28,8,-,165,,,,,12,193,1,2024,Europe,,
LIVORNO C/C,4,330,Army,3,3,6,-,4,-,-,16,,,,,2,21,1,2024,Europe,43.548473,10.310567
ARENA B/C,4,2895,Army,2,5,6,-,8,4,2,41,,,,,2,46,1,2024,Europe,,
DEL DIN C/C,4,3132,Army,-,-,5,-,7,-,-,16,,,,,1,19,1,2024,Europe,,
VICENZA,0,0,0,5,8,17,-,19,4,2,73,,,,,5,86,1,2024,Europe,45.545479,11.535421
EDELWEISS,10,2489,Army,2,3,5,-,5,-,-,17,,,,,-,18,1,2024,Europe,,
GARMISCH,0,0,0,2,3,5,-,5,-,-,17,,,,,-,18,1,2024,Europe,47.491695,11.095498
ACTION LANES,31,437,Army,6,-,2,-,5,-,-,20,,,,,-,21,1,2024,Europe,,
STORCK BRK B/C,31,438,Army,4,-,3,1,2,2,-,12,,,,,-,14,1,2024,Europe,,
ANSBACH,0,0,0,10,-,5,1,7,2,-,32,,,,,-,35,1,2024,Europe,49.300425,10.571936
-,0,0,0,,0,,0,,0,,20,,,,,2,25,1,2024,Europe,,
THE ANCHOR,39,2618,Navy,16,2,-,-,2,-,-,,,,,,,,1,2024,Europe,,
SOUDA BAY,0,0,0,16,2,-,-,2,-,-,20,,,,,2,25,1,2024,Europe,,
-,0,0,0,,0,,0,,0,,,,,,,,,1,2024,Europe,,
SIG B/C,40,2595,Navy,4,2,5,2,4,-,-,21,,,,,1,24,1,2024,Europe,,
JOX SPORTS BAR,40,2597,Navy,2,2,4,-,3,-,-,11,,,,,1,14,1,2024,Europe,,
SIGONELLA,0,0,0,6,4,9,2,7,-,-,32,,,,,2,38,1,2024,Europe,,
-,0,0,0,,0,,0,,0,,,,,,,,,1,2024,Europe,,
CAPO OLDE TOWN,42,2588,Navy,8,-,6,-,4,2,-,22,,,,,2,26,1,2024,Europe,,
NAPLES B/C,42,2591,Navy,3,-,6,-,7,5,-,25,,,,,2,29,1,2024,Europe,40.851775,14.268124
NAPLES,0,0,0,11,-,12,-,11,7,-,47,,,,,4,55,1,2024,Europe,40.851775,14.268124
-,0,0,0,,0,,0,,0,,,,,,,,,1,2024,Europe,,
LA PLAZA,43,2600,Navy,10,4,6,-,-,4,-,30,,,,,2,34,1,2024,Europe,,
PINZ,43,2601,Navy,2,-,5,-,5,1,-,17,,,,,2,21,1,2024,Europe,,
ROTA FLEET CTR,43,2605,Navy,2,-,2,1,-,-,-,5,,,,,1,8,1,2024,Europe,36.62629,-6.362981
NGIS ROTA,43,2890,Navy,7,-,2,-,-,1,-,10,,,,,1,13,1,2024,Europe,36.62629,-6.362981
ROTA,0,0,0,21,4,15,1,5,6,-,62,,,,,6,76,1,2024,Europe,36.62629,-6.362981
-,0,0,0,,0,,0,,0,,,,,,,,,1,2024,Europe,,
PATCH C/C,45,256,Army,13,3,6,-,11,3,-,48,,,,,2,53,1,2024,Europe,,
KELLY C/C,45,280,Army,4,-,3,-,2,2,-,19,,,,,1,22,1,2024,Europe,,
GALAXY B/C,45,298,Army,3,2,2,-,7,1,-,21,,,,,1,24,1,2024,Europe,,
STUTTGART,0,0,0,20,5,11,-,20,6,-,88,,,,,4,99,1,2024,Europe,48.775418,9.181759
-,0,0,0,,0,,0,,0,,,,,,,,,1,2024,Europe,,
GRAF E/C,46,413,Army,11,4,5,3,3,-,-,38,,,,,1,42,1,2024,Europe,,
HOHENFELS B/C,46,415,Army,6,4,6,-,3,-,-,22,,,,,1,27,1,2024,Europe,49.203278,11.849022
VILSECK B/C,46,417,Army,4,-,3,2,4,-,-,13,,,,,1,17,1,2024,Europe,,
LANGENBRUCK,46,1858,Army,6,4,4,-,7,-,-,33,,,,,1,37,1,2024,Europe,49.991466,8.663401
ALGIER R/C,46,3145,Army,-,-,-,-,-,-,-,0,,,,,-,0,1,2024,Europe,,
VILSECK,0,0,0,27,12,18,5,17,-,-,106,,,,,4,123,1,2024,Europe,,
-,0,0,0,,0,,0,,0,,,,,,,,,1,2024,Europe,,
THE VAULT,47,1669,Army,6,4,4,-,4,-,-,30,,,,,-,32,1,2024,Europe,,
LIBERTY GAMES,47,1881,Army,7,-,10,-,8,-,-,25,,,,,-,26,1,2024,Europe,,
ACE'S GAME RM,47,3108,Army,6,-,-,-,2,-,-,10,,,,,-,11,1,2024,Europe,,
WIESBADEN,0,0,0,25,8,14,-,18,-,-,85,,,,,-,90,1,2024,Europe,,
-,0,0,0,,0,,0,,0,,.,,,,,,,1,2024,Europe,,
-,0,0,0,,0,,0,,0,,,,,,,,,1,2024,Japan,,
YOKOSUKA B/C,18,3146,Navy,-,4,3,-,3,1,-,18,,,,,2,22,1,2024,Japan,35.281341,139.6722
CLUB ALLIANCE,18,3147,Navy,-,5,2,-,10,2,-,29,,,,,2,33,1,2024,Japan,,
CPO CLUB,18,3148,Navy,2,-,8,-,-,1,-,12,,,,,2,16,1,2024,Japan,,
TAKEMIYA CLUB,18,3149,Navy,2,-,3,-,-,1,-,6,,,,,2,10,1,2024,Japan,,
OFFICERS CLUB,18,3150,Navy,-,-,6,-,-,3,-,13,,,,,2,17,1,2024,Japan,,
SEASIDE CLUB,18,3151,Navy,-,8,2,-,7,-,-,32,,,,,2,36,1,2024,Japan,,
YOKOSUKA,0,0,0,4,17,24,-,20,8,-,110,,,,,12,134,1,2024,Japan,35.281341,139.6722
-,0,0,0,,0,,0,,0,,,,,,,,,1,2024,Japan,,
HARBOR VIEW,19,3096,Navy,3,6,6,-,3,-,-,26,,,,,2,30,1,2024,Japan,,
HARIO,19,3097,Navy,2,5,5,-,-,2,-,14,,,,,2,18,1,2024,Japan,,
GALAXIES,19,3098,Navy,5,6,6,-,2,3,-,32,,,,,2,36,1,2024,Japan,,
SASEBO,0,0,0,10,17,17,-,5,5,-,72,,,,,6,84,1,2024,Japan,33.179915,129.71511
-,0,0,0,,0,,0,,0,,,,,,,,,1,2024,Japan,,
ZAMA C/C,22,883,Army,2,5,7,-,8,-,-,33,,,,,1,36,1,2024,Japan,35.488587,139.40767
MOUNTAIN VIEW INN,22,3171,Marine Corps,-,-,-,-,-,-,-,6,,,,,1,9,1,2024,Japan,,
ZAMA B/C,22,886,Army,1,-,3,-,3,-,-,8,,,,,1,11,1,2024,Japan,35.488587,139.40767
ROAD HOUSE,22,1127,Marine Corps,3,-,3,-,-,-,-,7,,,,,1,10,1,2024,Japan,,
SANNO HOTEL,22,2664,Navy,4,7,6,-,6,-,-,32,,,,,2,36,1,2024,Japan,,
CORNER POCKET,22,3078,Navy,-,-,6,1,-,3,-,17,,,,,1,20,1,2024,Japan,,
CLUB TRILOGY,22,3079,Navy,2,6,4,-,5,-,-,26,,,,,2,30,1,2024,Japan,,
ZAMA G/C,22,3165,Army,2,4,3,-,-,-,-,15,,,,,1,18,1,2024,Japan,35.488587,139.40767
ZAMA,0,0,0,14,22,32,1,22,3,-,144,,,,,10,170,1,2024,Japan,35.488587,139.40767
-,0,0,0,,0,,0,,0,,,,,,,,,1,2024,Japan,,
HAVANA'S,26,967,Army,2,1,1,-,3,1,-,8,,,,,1,11,1,2024,Japan,,
HASHMARKS,26,1105,Marine Corps,-,-,-,-,-,-,-,0,,,,,-,0,1,2024,Japan,,
COURTNEY B/C,26,1107,Marine Corps,2,-,6,-,-,2,-,15,,,,,2,19,1,2024,Japan,,
TAIYO G/C,26,1109,Marine Corps,9,9,9,-,7,2,-,53,,,,,2,58,1,2024,Japan,,
BUTLER B/C,26,1111,Marine Corps,4,4,2,-,7,2,-,26,,,,,2,30,1,2024,Japan,,
OCEAN BREEZE,26,1114,Marine Corps,12,18,10,-,23,3,-,78,,,,,2,84,1,2024,Japan,,
SURFSIDE,26,1122,Marine Corps,6,-,-,-,4,2,-,18,,,,,2,22,1,2024,Japan,,
PALMS,26,2238,Marine Corps,5,6,11,-,5,4,-,46,,,,,2,51,1,2024,Japan,,
WEST PAC LODGE,26,2317,Marine Corps,-,-,-,-,-,-,-,0,,,,,-,0,1,2024,Japan,,
BEACH HEAD,26,2394,Marine Corps,5,3,3,-,-,-,-,11,,,,,2,15,1,2024,Japan,,
CROW'S NEST,26,2523,Navy,2,4,2,-,4,-,-,20,,,,,2,24,1,2024,Japan,,
PORT CALL,26,2525,Navy,2,-,-,-,3,3,-,9,,,,,2,13,1,2024,Japan,,
WHISPERS,26,3159,Marine Corps,6,4,8,-,-,-,-,26,,,,,2,30,1,2024,Japan,,
HANSEN TLF,26,3169,Marine Corps,-,-,-,-,-,-,-,0,,,,,-,0,1,2024,Japan,,
OKINAWA,0,0,0,55,49,52,-,56,19,-,310,,,,,,,1,2024,Japan,26.212401,127.68093
-,0,0,0,,0,,0,,0,,,,,,,,,1,2024,Japan,,
TORII PINES TLF,27,3164,Marine Corps,2,4,6,-,5,-,-,25,,,,,2,29,1,2024,Japan,,
IWAKUNI CLUB,27,1137,Marine Corps,11,4,7,-,3,4,-,41,,,,,2,46,1,2024,Japan,34.166562,132.21885
IWAKUNI,0,0,0,13,8,13,-,8,4,-,66,,,,,4,75,1,2024,Japan,34.166562,132.21885
-,0,0,0,,0,,0,,0,,10,,,,,2,13,1,2024,Japan,,
TERROR CLUB,17,3156,Navy,10,-,-,-,-,-,-,,,,,,,,1,2024,Japan,,
SINGAPORE,0,0,0,10,-,-,-,-,-,-,10,,,,,2,13,1,2024,Japan,,
"DRAGON HILL
K-16 C/C","20
20","770
776","Army
Army","19
7","-
-","8
5","-
-","25
-","-
-","-
-","74
12","1
1",,,,"3
2","80
16",1,2024,Korea,,
SEOUL,0,0,0,26,-,13,-,25,-,-,86,2,,,,5,96,1,2024,Korea,37.566535,126.97797
STATE'S GRILL,21,866,Army,6,-,2,-,-,2,-,10,-,,,,-,11,1,2024,Korea,,
HILLTOP,21,867,Army,3,10,2,-,8,-,-,29,-,,,,-,30,1,2024,Korea,,
PERIMETER PUB,21,869,Army,2,-,12,-,-,3,-,26,-,,,,-,27,1,2024,Korea,,
EVERGREEN,21,934,Army,2,3,3,-,-,-,-,15,-,,,,-,16,1,2024,Korea,,
EL GUERRERO,21,891,Army,8,-,4,-,3,2,-,25,-,,,,-,26,1,2024,Korea,,
TURTLE COVE,21,2521,Navy,6,-,2,5,-,-,-,13,-,,,,-,14,1,2024,Korea,,
DAEGU,0,0,0,27,13,25,5,11,7,-,118,-,,,,-,124,1,2024,Korea,,
IMPACT ZONE,23,797,Army,5,5,2,-,4,-,-,24,-,,,,-,25,1,2024,Korea,,
WARRIOR'S,23,798,Army,4,-,7,-,-,2,-,13,-,,,,-,14,1,2024,Korea,,
CASEY B/C,23,819,Army,6,4,4,-,4,2,-,24,-,,,,-,25,1,2024,Korea,,
CASEY LODGE,23,1940,Army,1,-,-,-,2,-,-,11,-,,,,-,12,1,2024,Korea,,
UIJEONGBU,0,0,0,16,9,13,-,10,4,-,72,-,,,,-,76,1,2024,Korea,,
FLIGHTLINE,24,3166,Army,-,-,-,-,-,-,-,0,-,,,,-,0,1,2024,Korea,,
CAVE,24,3168,Army,14,9,8,-,6,-,-,53,1,,,,2,58,1,2024,Korea,,
HUMPHREYS B/C,24,839,Army,2,4,4,-,4,-,-,14,1,,,,2,18,1,2024,Korea,,
MORNING CALM,24,3158,Army,12,12,9,-,24,3,-,74,1,,,,2,79,1,2024,Korea,,
PYEONGTAEK,0,0,0,28,25,21,-,34,3,-,141,3,,,,6,155,1,2024,Korea,36.992108,127.11294
ARMSTRONG'S,2,194,Army,10,5,11,-,6,2,-,46,,,,,2,51,2,2024,Europe,,
LCCC,2,195,Army,8,3,3,-,6,-,-,30,,,,,2,35,2,2024,Europe,,
KAZABRA,2,196,Army,-,-,-,-,-,-,-,0,,,,,-,0,2,2024,Europe,,
STRIKERS,2,218,Army,9,4,7,-,6,1,-,32,,,,,2,36,2,2024,Europe,,
GOLD MINE,2,1038,Army,1,4,7,3,5,2,-,22,,,,,2,27,2,2024,Europe,,
ROB JAVA CAFE,2,2887,Army,1,2,6,-,4,1,-,16,,,,,2,20,2,2024,Europe,,
SEMBACH C/C,2,3072,Army,7,-,2,-,3,2,-,19,,,,,2,24,2,2024,Europe,49.511398,7.864983
EDO_CARD_LAB,2,3170,Army,-,-,-,-,-,-,-,0,,,,,-,0,2,2024,Europe,,
KAISERSLAUTERN,0,0,0,36,18,36,3,30,8,-,165,,,,,12,193,2,2024,Europe,,
LIVORNO C/C,4,330,Army,3,3,6,-,4,-,-,16,,,,,2,21,2,2024,Europe,43.548473,10.310567
ARENA B/C,4,2895,Army,2,5,6,-,8,4,2,41,,,,,2,46,2,2024,Europe,,
DEL DIN C/C,4,3132,Army,-,-,5,-,7,-,-,16,,,,,1,19,2,2024,Europe,,
VICENZA,0,0,0,5,8,17,-,19,4,2,73,,,,,5,86,2,2024,Europe,45.545479,11.535421
EDELWEISS,10,2489,Army,2,3,5,-,5,-,-,17,,,,,-,18,2,2024,Europe,,
GARMISCH,0,0,0,2,3,5,-,5,-,-,17,,,,,-,18,2,2024,Europe,47.491695,11.095498
ACTION LANES,31,437,Army,4,-,2,-,5,-,-,18,,,,,-,19,2,2024,Europe,,
STORCK BRK B/C,31,438,Army,4,-,3,1,2,2,-,12,,,,,-,14,2,2024,Europe,,
ANSBACH,0,0,0,8,-,5,1,7,2,-,30,,,,,-,33,2,2024,Europe,49.300425,10.571936
-,0,0,0,,0,,0,,0,,20,,,,,2,25,2,2024,Europe,,
THE ANCHOR,39,2618,Navy,16,2,-,-,2,-,-,,,,,,,,2,2024,Europe,,
SOUDA BAY,0,0,0,16,2,-,-,2,-,-,20,,,,,2,25,2,2024,Europe,,
-,0,0,0,,0,,0,,0,,,,,,,,,2,2024,Europe,,
SIG B/C,40,2595,Navy,4,2,5,2,4,-,-,21,,,,,1,24,2,2024,Europe,,
JOX SPORTS BAR,40,2597,Navy,2,2,4,-,3,-,-,11,,,,,1,14,2,2024,Europe,,
SIGONELLA,0,0,0,6,4,9,2,7,-,-,32,,,,,2,38,2,2024,Europe,,
-,0,0,0,,0,,0,,0,,,,,,,,,2,2024,Europe,,
CAPO OLDE TOWN,42,2588,Navy,8,-,6,-,4,2,-,22,,,,,2,26,2,2024,Europe,,
NAPLES B/C,42,2591,Navy,3,-,6,-,7,5,-,25,,,,,2,29,2,2024,Europe,40.851775,14.268124
NAPLES,0,0,0,11,-,12,-,11,7,-,47,,,,,4,55,2,2024,Europe,40.851775,14.268124
-,0,0,0,,0,,0,,0,,,,,,,,,2,2024,Europe,,
LA PLAZA,43,2600,Navy,10,4,6,-,-,4,-,30,,,,,2,34,2,2024,Europe,,
PINZ,43,2601,Navy,2,-,5,-,5,1,-,17,,,,,2,21,2,2024,Europe,,
ROTA FLEET CTR,43,2605,Navy,2,-,2,1,-,-,-,5,,,,,1,8,2,2024,Europe,36.62629,-6.362981
NGIS ROTA,43,2890,Navy,7,-,2,-,-,1,-,10,,,,,1,13,2,2024,Europe,36.62629,-6.362981
ROTA,0,0,0,21,4,15,1,5,6,-,62,,,,,6,76,2,2024,Europe,36.62629,-6.362981
-,0,0,0,,0,,0,,0,,,,,,,,,2,2024,Europe,,
PATCH C/C,45,256,Army,13,3,9,-,8,3,-,48,,,,,2,53,2,2024,Europe,,
KELLY C/C,45,280,Army,4,-,3,-,2,2,-,19,,,,,1,22,2,2024,Europe,,
GALAXY B/C,45,298,Army,1,2,4,-,7,1,-,21,,,,,1,24,2,2024,Europe,,
STUTTGART,0,0,0,18,5,16,-,17,6,-,88,,,,,4,99,2,2024,Europe,48.775418,9.181759
-,0,0,0,,0,,0,,0,,,,,,,,,2,2024,Europe,,
GRAF E/C,46,413,Army,11,4,5,3,3,-,-,38,,,,,1,42,2,2024,Europe,,
HOHENFELS B/C,46,415,Army,6,4,6,-,3,-,-,22,,,,,1,27,2,2024,Europe,49.203278,11.849022
VILSECK B/C,46,417,Army,4,-,3,2,4,-,-,13,,,,,1,17,2,2024,Europe,,
LANGENBRUCK,46,1858,Army,6,4,4,-,7,-,-,33,,,,,1,37,2,2024,Europe,49.991466,8.663401
ALGIER R/C,46,3145,Army,-,-,-,-,-,-,-,0,,,,,-,0,2,2024,Europe,,
VILSECK,0,0,0,27,12,18,5,17,-,-,106,,,,,4,123,2,2024,Europe,,
-,0,0,0,,0,,0,,0,,,,,,,,,2,2024,Europe,,
THE VAULT,47,1669,Army,4,4,4,-,4,-,-,28,,,,,-,30,2,2024,Europe,,
LIBERTY GAMES,47,1881,Army,4,-,8,-,4,-,-,16,,,,,-,17,2,2024,Europe,,
ACE'S GAME RM,47,3108,Army,4,-,-,-,2,-,-,8,,,,,-,9,2,2024,Europe,,
WIESBADEN,0,0,0,18,8,12,-,14,-,-,72,,,,,-,77,2,2024,Europe,,
-,0,0,0,,0,,0,,0,,.,,,,,,,2,2024,Europe,,
-,0,0,0,,0,,0,,0,,,,,,,,,2,2024,Japan,,
YOKOSUKA B/C,18,3146,Navy,-,4,3,-,3,1,-,18,,,,,2,22,2,2024,Japan,35.281341,139.6722
CLUB ALLIANCE,18,3147,Navy,-,5,2,-,10,2,-,29,,,,,2,33,2,2024,Japan,,
CPO CLUB,18,3148,Navy,2,-,8,-,-,1,-,12,,,,,2,16,2,2024,Japan,,
TAKEMIYA CLUB,18,3149,Navy,2,-,3,-,-,1,-,6,,,,,2,10,2,2024,Japan,,
